man_id,man_title,man_field_status_umschrift,man_sig,man_created,man_changed,man_pages,man_chapters,man_website_url_x,work_id,work_title,work_created,work_changed,werk_signatur_id,man_website_url_y,werk_signatur,man_full_sig
7c84998b-94cc-4eb3-be30-b63922b38957,"Eine Kindheitserinnerung aus ""Dichtung und Kunst""",0,/1924,1603137463,1628737365,12,0,https://www.freud-edition.net/werke/eine-kindheitserinnerung-aus-dichtung-und-kunst/druckversion,9401b62a-b098-4fd5-a6d5-4be6e3172e98,"Freud, Sigmund  (1917-005; 1917b): Eine Kindheitserinnerung aus Dichtung und Wahrheit",1465116630,1643579725,5520f758-5214-4acf-911e-02e5e8ac1dc2,https://www.freud-edition.net/werke/freud-sigmund/eine-kindheitserinnerung-aus-dichtung-und-wahrheit,1917-005,1917-005/1924
9c89ccce-9440-42f0-a88f-28fb29aea55d,Eine Kindheitserinnerung aus Dichtung und Wahrheit,0,/1922,1568808855,1628737739,14,0,https://www.freud-edition.net/werke/eine-kindheitserinnerung-aus-dichtung-und-wahrheit/druckversion-1,9401b62a-b098-4fd5-a6d5-4be6e3172e98,"Freud, Sigmund  (1917-005; 1917b): Eine Kindheitserinnerung aus Dichtung und Wahrheit",1465116630,1643579725,5520f758-5214-4acf-911e-02e5e8ac1dc2,https://www.freud-edition.net/werke/freud-sigmund/eine-kindheitserinnerung-aus-dichtung-und-wahrheit,1917-005,1917-005/1922
2c025fab-425b-4803-964d-8afb22ae8d4d,Eine Kindheitserinnerung aus „Dichtung und Wahrheit“,0,/1917,1613482100,1628737859,9,0,https://www.freud-edition.net/werke/eine-kindheitserinnerung-aus-dichtung-und-wahrheit/druckversion-2,9401b62a-b098-4fd5-a6d5-4be6e3172e98,"Freud, Sigmund  (1917-005; 1917b): Eine Kindheitserinnerung aus Dichtung und Wahrheit",1465116630,1643579725,5520f758-5214-4acf-911e-02e5e8ac1dc2,https://www.freud-edition.net/werke/freud-sigmund/eine-kindheitserinnerung-aus-dichtung-und-wahrheit,1917-005,1917-005/1917
2eca706d-fae9-4757-9c0c-b74d25c25dda,Eine Kindheitserinnerung aus „Dichtung und Wahrheit“,0,/1918,1568806019,1629008612,14,0,https://www.freud-edition.net/werke/eine-kindheitserinnerung-aus-dichtung-und-wahrheit/druckversion-0,9401b62a-b098-4fd5-a6d5-4be6e3172e98,"Freud, Sigmund  (1917-005; 1917b): Eine Kindheitserinnerung aus Dichtung und Wahrheit",1465116630,1643579725,5520f758-5214-4acf-911e-02e5e8ac1dc2,https://www.freud-edition.net/werke/freud-sigmund/eine-kindheitserinnerung-aus-dichtung-und-wahrheit,1917-005,1917-005/1918
f19ffa5e-3d79-4da7-9468-7c8248125608,Eine Kindheitserinnerung aus „Dichtung und Wahrheit“,0,/1917.2,1613482382,1629053025,10,0,https://www.freud-edition.net/werke/eine-kindheitserinnerung-aus-dichtung-und-wahrheit/druckversion-3,9401b62a-b098-4fd5-a6d5-4be6e3172e98,"Freud, Sigmund  (1917-005; 1917b): Eine Kindheitserinnerung aus Dichtung und Wahrheit",1465116630,1643579725,5520f758-5214-4acf-911e-02e5e8ac1dc2,https://www.freud-edition.net/werke/freud-sigmund/eine-kindheitserinnerung-aus-dichtung-und-wahrheit,1917-005,1917-005/1917.2
6358c156-52a0-464a-81df-c470af2a412e,Eine Kindheitserinnerung aus Dichtung und Wahrheit,0,/1924.2,1554807409,1643579606,12,0,https://www.freud-edition.net/werke/eine-kindheitserinnerung-aus-dichtung-und-wahrheit/druckversion,9401b62a-b098-4fd5-a6d5-4be6e3172e98,"Freud, Sigmund  (1917-005; 1917b): Eine Kindheitserinnerung aus Dichtung und Wahrheit",1465116630,1643579725,5520f758-5214-4acf-911e-02e5e8ac1dc2,https://www.freud-edition.net/werke/freud-sigmund/eine-kindheitserinnerung-aus-dichtung-und-wahrheit,1917-005,1917-005/1924.2
1627b79f-3eca-4d89-bc60-80b4673051d6,Eine Schwierigkeit der Psychoanalyse,0,/1917.3,1613422343,1628737953,7,0,https://www.freud-edition.net/werke/eine-schwierigkeit-der-psychoanalyse/druckversion-3,bea108bc-9f48-4881-b0ee-c412c518ca5e,"Freud, Sigmund  (1917-002; 1917a [1916]): Eine Schwierigkeit der Psychoanalyse",1465116589,1638483563,cc06d1fb-4ff9-4a46-b060-f727a4969904,https://www.freud-edition.net/eine-schwierigkeit-psychoanalyse,1917-002,1917-002/1917.3
6afa8d1d-0305-46fe-8c53-d22dace57e86,Eine Schwierigkeit der Psychoanalyse,0,/1924,1554807378,1628737993,10,0,https://www.freud-edition.net/werke/eine-schwierigkeit-der-psychoanalyse/druckversion,bea108bc-9f48-4881-b0ee-c412c518ca5e,"Freud, Sigmund  (1917-002; 1917a [1916]): Eine Schwierigkeit der Psychoanalyse",1465116589,1638483563,cc06d1fb-4ff9-4a46-b060-f727a4969904,https://www.freud-edition.net/eine-schwierigkeit-psychoanalyse,1917-002,1917-002/1924
f9c8040a-09bf-4069-8542-b43535b31ef6,Eine Schwierigkeit der Psychoanalyse,0,/1922,1568808817,1628738033,11,0,https://www.freud-edition.net/werke/eine-schwierigkeit-der-psychoanalyse/druckversion-1,bea108bc-9f48-4881-b0ee-c412c518ca5e,"Freud, Sigmund  (1917-002; 1917a [1916]): Eine Schwierigkeit der Psychoanalyse",1465116589,1638483563,cc06d1fb-4ff9-4a46-b060-f727a4969904,https://www.freud-edition.net/eine-schwierigkeit-psychoanalyse,1917-002,1917-002/1922
79b6b7be-4cca-4eb0-9712-23a95bc29b16,Eine Schwierigkeit der Psychoanalyse,0,/1918,1568805982,1628738076,11,0,https://www.freud-edition.net/werke/eine-schwierigkeit-der-psychoanalyse/druckversion-0,bea108bc-9f48-4881-b0ee-c412c518ca5e,"Freud, Sigmund  (1917-002; 1917a [1916]): Eine Schwierigkeit der Psychoanalyse",1465116589,1638483563,cc06d1fb-4ff9-4a46-b060-f727a4969904,https://www.freud-edition.net/eine-schwierigkeit-psychoanalyse,1917-002,1917-002/1918
